race_id,year,round_num,event,n_drivers,spearman_model,spearman_baseline,mae_model,mae_baseline,ndcg_model,ndcg_baseline,top3_model,top3_baseline,top5_model,top5_baseline,within2_model,within2_baseline
202408,2024,8,Monaco Grand Prix,20,0.8902255639097743,0.9473684210526315,2.2,0.9,0.9764098860295848,0.9974589466239049,0.6666666666666666,1.0,0.6,1.0,0.7,0.85
202410,2024,10,Spanish Grand Prix,20,0.9052631578947368,0.9473684210526315,1.9,1.5,0.9860393746060268,0.9926821246054367,0.3333333333333333,1.0,0.8,1.0,0.65,0.85
202413,2024,13,Hungarian Grand Prix,20,0.9428571428571428,0.8180451127819548,1.5,2.5,0.9721636182177255,0.9817421589901245,0.6666666666666666,0.6666666666666666,0.8,0.8,0.8,0.7
202414,2024,14,Belgian Grand Prix,20,0.9172932330827066,0.7368421052631579,1.8,2.8,0.9648292974585334,0.9546194606794927,0.0,0.6666666666666666,0.8,0.8,0.55,0.6
202415,2024,15,Dutch Grand Prix,20,0.9037593984962405,0.8466165413533834,2.2,2.5,0.9849811617201109,0.986409753824405,0.6666666666666666,0.6666666666666666,0.8,0.6,0.55,0.5
202416,2024,16,Italian Grand Prix,20,0.8345864661654135,0.8781954887218045,2.8,2.1,0.9584658731585004,0.9772356801218736,0.6666666666666666,0.6666666666666666,0.8,0.8,0.55,0.65
202417,2024,17,Azerbaijan Grand Prix,20,0.9308270676691727,0.38646616541353385,1.7,4.4,0.9718293707191479,0.9260148673839946,0.6666666666666666,0.6666666666666666,1.0,0.6,0.7,0.55
202418,2024,18,Singapore Grand Prix,20,0.9127819548872179,0.825563909774436,1.9,2.7,0.9894542887499047,0.9860165364149175,0.6666666666666666,0.6666666666666666,1.0,0.8,0.8,0.45
202420,2024,20,Mexico City Grand Prix,20,0.8270676691729323,0.6075187969924812,2.3,3.7,0.9729754435108973,0.8969009622711841,0.3333333333333333,0.3333333333333333,1.0,0.6,0.65,0.5
202422,2024,22,Las Vegas Grand Prix,20,0.8796992481203006,0.6240601503759398,2.2,3.0,0.9627386444023687,0.9469068060842321,0.3333333333333333,0.6666666666666666,0.8,0.8,0.65,0.65
202424,2024,24,Abu Dhabi Grand Prix,20,0.9022556390977443,0.43909774436090226,2.2,4.2,0.9815800646766002,0.9443420812320704,0.6666666666666666,0.6666666666666666,0.6,0.4,0.55,0.65
202503,2025,3,Japanese Grand Prix,20,0.8962406015037594,0.9639097744360902,2.2,0.9,0.9887975218843926,0.9983446641922464,0.6666666666666666,1.0,1.0,1.0,0.65,0.9
202504,2025,4,Bahrain Grand Prix,20,0.7999999999999999,0.7157894736842104,2.8,3.2,0.9571036807243961,0.9743744616322361,0.3333333333333333,0.6666666666666666,0.8,0.6,0.55,0.5
202505,2025,5,Saudi Arabian Grand Prix,20,0.9398496240601503,0.732330827067669,1.5,2.8,0.9949943674869886,0.9759000826224564,0.6666666666666666,0.6666666666666666,1.0,0.8,0.8,0.7
202507,2025,7,Emilia Romagna Grand Prix,20,0.8661654135338346,0.6977443609022556,2.3,3.6,0.9802783403468007,0.9634418883138399,1.0,0.6666666666666666,0.6,0.6,0.7,0.5
202508,2025,8,Monaco Grand Prix,20,0.7443609022556391,0.7383458646616541,2.6,2.8,0.9799210570083503,0.9822104671301565,1.0,1.0,1.0,0.8,0.6,0.55
202509,2025,9,Spanish Grand Prix,19,0.8157894736842105,0.6087719298245614,2.0,3.263157894736842,0.978838880491395,0.9624848453321792,0.6666666666666666,0.6666666666666666,0.8,0.6,0.7894736842105263,0.5263157894736842
202510,2025,10,Canadian Grand Prix,20,0.7984962406015037,0.6872180451127818,2.9,3.2,0.9766365496752032,0.9789999497550852,0.6666666666666666,0.6666666666666666,0.8,0.8,0.5,0.5
202511,2025,11,Austrian Grand Prix,20,0.8676691729323308,0.6466165413533834,2.2,3.2,0.9737867529783453,0.9777665024674799,0.6666666666666666,1.0,1.0,1.0,0.7,0.6
202514,2025,14,Hungarian Grand Prix,20,0.8706766917293233,0.8481203007518796,2.2,2.3,0.9868415187202725,0.9759894176590627,0.6666666666666666,0.6666666666666666,0.8,1.0,0.65,0.6
202515,2025,15,Dutch Grand Prix,20,0.5639097744360902,0.08421052631578946,4.0,6.0,0.9668391183990633,0.897131771892037,0.6666666666666666,0.6666666666666666,0.8,0.8,0.45,0.3
202516,2025,16,Italian Grand Prix,13,0.8681318681318682,0.6373626373626374,3.8461538461538463,3.3846153846153846,0.9469486260211682,0.9706682267931439,1.0,1.0,1.0,0.8,0.38461538461538464,0.46153846153846156
202517,2025,17,Azerbaijan Grand Prix,20,0.7714285714285714,0.7924812030075187,3.0,2.6,0.9757652737564563,0.9844767723000997,0.6666666666666666,0.6666666666666666,0.6,1.0,0.5,0.55
202518,2025,18,Singapore Grand Prix,20,0.8902255639097743,0.8240601503759398,2.4,2.3,0.9860214962907284,0.9895954702541933,0.6666666666666666,0.6666666666666666,0.6,1.0,0.55,0.65
202520,2025,20,Mexico City Grand Prix,11,0.790909090909091,0.6727272727272727,5.0,3.1818181818181817,0.976034194236846,0.9752872098800558,1.0,1.0,0.6,0.6,0.2727272727272727,0.45454545454545453
202522,2025,22,Las Vegas Grand Prix,20,0.8676691729323308,0.1413533834586466,2.3,5.6,0.988289979587952,0.8136450280380724,0.6666666666666666,0.3333333333333333,0.8,0.6,0.55,0.35
202524,2025,24,Abu Dhabi Grand Prix,11,0.6000000000000001,0.8000000000000002,4.363636363636363,2.4545454545454546,0.9817454274737871,0.9876691443132198,0.6666666666666666,0.6666666666666666,0.8,0.8,0.5454545454545454,0.7272727272727273
